year,month,oni,dmi,mjo_amplitude,mjo_phase
2016,11,-0.49,-0.382,1.4056047909999998,3.0
2016,12,-0.37,-0.31,0.6025583080645162,6.0
2017,1,-0.08,-0.086,1.2075865980645162,3.0
2017,2,0.08,0.101,2.432161792857143,2.0
2017,3,0.27,0.357,0.7525501162903225,4.0
2017,4,0.32,0.498,0.7843319514433333,7.0
2017,5,0.35,0.536,1.3503042366709677,3.0
2017,6,0.32,0.424,1.010765505,1.0
2017,7,0.14,0.52,1.0194311058064516,3.0
2017,8,-0.07,0.349,0.560064344016129,2.0
2017,9,-0.23,0.035,0.5864452456666667,4.0
2017,10,-0.44,0.015,2.0237151622580645,5.0
2017,11,-0.61,0.289,0.8390316453333334,4.0
2017,12,-0.76,0.11,1.455329965483871,6.0
2018,1,-0.71,-0.2,2.2438225967741934,2.0
2018,2,-0.67,0.216,2.449217742857143,7.0
2018,3,-0.55,-0.12,1.1359975419354837,3.0
2018,4,-0.35,-0.083,1.4919827436666668,3.0
2018,5,-0.07,0.122,1.7735262777419354,1.0
2018,6,0.13,0.155,1.099695321,1.0
2018,7,0.2,0.053,1.4670566325806451,6.0
2018,8,0.3,0.121,1.1604823280645162,6.0
2018,9,0.52,0.604,1.0746740603333333,8.0
2018,10,0.82,0.684,1.372201460967742,1.0
2018,11,1.04,0.5,1.3713922473333333,5.0
2018,12,1.05,0.309,2.266200470967742,5.0
2019,1,0.99,0.387,1.75703085,6.0
2019,2,0.94,0.416,1.7487797142857142,8.0
2019,3,0.87,0.225,1.1146516216129032,4.0
2019,4,0.82,0.258,1.0698441273333332,2.0
2019,5,0.71,0.54,1.854505129032258,8.0
2019,6,0.59,0.605,1.3048570076666666,3.0
2019,7,0.38,0.597,0.8737279109677419,1.0
2019,8,0.2,0.436,0.9542141777419355,4.0
2019,9,0.31,0.892,1.6799940163333333,1.0
2019,10,0.51,0.964,1.5321089774193548,1.0
2019,11,0.72,0.835,1.5540973666666666,1.0
2019,12,0.75,0.243,0.9795201067741935,2.0
2020,1,0.71,0.173,2.0013102467741937,6.0
2020,2,0.66,0.054,1.19141821,5.0
2020,3,0.57,0.019,1.516898370967742,3.0
2020,4,0.33,-0.011,1.6374265986666667,1.0
2020,5,0.04,0.298,1.1646890893548387,2.0
2020,6,-0.18,0.455,1.3547168013333333,1.0
2020,7,-0.29,0.319,1.5012130690322583,2.0
2020,8,-0.43,-0.183,1.5708076487096774,8.0
2020,9,-0.77,-0.189,1.1078213236666665,4.0
2020,10,-1.0,0.074,1.8443815480645163,5.0
2020,11,-1.11,0.02,1.0659901883333334,4.0
2020,12,-1.06,0.031,0.8462182629741936,5.0
2021,1,-0.99,0.051,1.3812992767741936,3.0
2021,2,-0.85,0.243,1.7109776275000002,7.0
2021,3,-0.74,0.267,1.1486161170967741,1.0
2021,4,-0.56,0.25,2.1312086966666666,7.0
2021,5,-0.4,0.009,1.6188268058064517,2.0
2021,6,-0.31,-0.002,1.2543668813333333,1.0
2021,7,-0.35,-0.229,1.2697446645161292,2.0
2021,8,-0.46,-0.099,1.3328496390322582,2.0
2021,9,-0.64,-0.058,1.16716908,3.0
2021,10,-0.77,-0.091,1.1958632022580646,5.0
2021,11,-0.91,0.069,1.0642061103333333,4.0
2021,12,-0.83,-0.12,2.068191648387097,6.0
2022,1,-0.76,-0.056,1.1541269361290323,7.0
2022,2,-0.68,-0.082,1.2939472457142858,3.0
2022,3,-0.77,-0.093,1.0719917463806452,4.0
2022,4,-0.86,-0.068,0.6809799073333332,1.0
2022,5,-0.83,-0.122,1.2369349422580647,1.0
2022,6,-0.73,-0.335,1.7460144566666667,1.0
2022,7,-0.7,-0.195,0.9906527754838709,4.0
2022,8,-0.78,-0.246,0.9623516609677419,2.0
2022,9,-0.87,-0.322,0.45954351401,4.0
2022,10,-0.89,-0.691,1.5040083503225805,6.0
2022,11,-0.82,-0.269,1.2876559716666667,7.0
2022,12,-0.7,-0.091,1.0273198254935483,4.0
2023,1,-0.55,0.11,1.3139867793548388,3.0
2023,2,-0.33,0.157,1.642928577857143,7.0
2023,3,-0.11,0.414,2.51316421,8.0
2023,4,0.19,0.56,1.690960304,7.0
2023,5,0.46,0.443,1.6563232422580645,6.0
2023,6,0.73,0.665,1.1452140906,2.0
2023,7,1.0,0.498,0.7976125261290323,6.0
2023,8,1.25,0.826,0.9138732870967742,8.0
2023,9,1.5,0.946,0.8482362092433333,4.0
2023,10,1.74,0.804,1.3481443029032258,1.0
2023,11,1.9,0.92,1.3793660156666665,2.0
2023,12,1.99,0.852,1.5088745183870966,1.0
2024,1,1.84,0.765,2.1301275538709676,3.0
2024,2,1.53,0.327,1.4454277320833333,7.0
2024,3,1.18,0.421,1.2760753797360933,0.0
2024,4,0.77,0.44,1.2760753797360933,0.0
2024,5,0.43,0.298,1.2760753797360933,0.0
2024,6,0.18,0.197,1.2760753797360933,0.0
2024,7,0.06,0.033,1.2760753797360933,0.0
2024,8,-0.04,0.267,1.2760753797360933,0.0
2024,9,-0.12,0.115,1.2760753797360933,0.0
2024,10,-0.19,-0.196,1.2760753797360933,0.0
2024,11,-0.29,-0.382,1.2760753797360933,0.0
2024,12,-0.43,-0.331,1.2760753797360933,0.0
2025,1,-0.46,-0.196,1.2760753797360933,0.0
2025,2,-0.22,0.017,1.2760753797360933,0.0
2025,3,-0.08,0.058,1.2760753797360933,0.0
2025,4,0.02,0.149,1.2760753797360933,0.0
2025,5,-0.04,0.107,1.2760753797360933,0.0
2025,6,-0.02,-0.014,1.2760753797360933,0.0
2025,7,-0.11,-0.072,1.2760753797360933,0.0
2025,8,-0.26,-0.42,1.2760753797360933,0.0
2025,9,-0.43,-0.467,1.2760753797360933,0.0
2025,10,-0.57,-0.448,1.2760753797360933,0.0
2025,11,-0.61,-0.256,1.2760753797360933,0.0
2025,12,-0.6,-0.017,1.2760753797360933,0.0
2026,1,-0.39,0.123,1.2760753797360933,0.0
2026,2,-0.21,0.529,1.2760753797360933,0.0
2026,3,0.11,0.285,1.2760753797360933,0.0
2026,4,0.46,0.279,1.2760753797360933,0.0
2026,5,0.95,0.146,1.2760753797360933,0.0
